"POSTAL_CODE","RANK","SCORE","DWELLINGS TOTAL","ACCUM. DWELLINGS","PT_DOG_%","PT_DOG_#","HHI over $100,000_%","HHI over $100,000_#"
M5M2J6,499,174,8,4587,26.19,2,83.05,7
M5M2J7,500,174,6,4593,26.19,2,83.04,5
M5M3C9,501,174,6,4599,26.19,2,83.04,5
M5M2J5,502,174,18,4617,26.19,5,83.04,15
M5M3E5,503,174,8,4625,26.19,2,83.04,7
M5M2J8,504,174,4,4629,26.19,1,83.04,3
M5M4M6,505,174,14,4643,26.19,4,83.04,12
M5M3E4,506,174,10,4653,26.19,3,83.04,8
M5M2W4,507,174,23,4676,26.19,6,83.04,19
M5M3C6,508,174,22,4698,26.19,6,83.04,18
M5M3C7,509,174,11,4709,26.19,3,83.04,9
M4N1M8,510,174,1,4710,27.22,0,78.57,1
M5M3G9,511,174,4,4714,26.19,1,83.03,3
M5M2T2,512,174,7,4721,26.18,2,83.03,6
M5M2T1,513,174,3,4724,26.18,1,83.02,2
M4N1S5,514,174,10,4734,27.22,3,78.51,8
M4N2T7,515,174,5,4739,27.22,1,78.51,4
M4N2T8,516,174,5,4744,27.22,1,78.51,4
M4N2R4,517,174,6,4750,27.22,2,78.51,5
M4N1N1,518,174,8,4758,27.22,2,78.51,6
M4N2P7,519,174,4,4762,27.22,1,78.51,3
M4N1L6,520,174,9,4771,27.22,2,78.51,7
M4N1L8,521,174,17,4788,27.22,5,78.51,13
M4N2P8,522,174,10,4798,27.22,3,78.51,8
M4N1N5,523,174,5,4803,27.22,1,78.51,4
M4N1N3,524,174,17,4820,27.22,5,78.50,13
M4N1N6,525,174,8,4828,27.22,2,78.50,6
M4N1N2,526,174,9,4837,27.22,2,78.50,7
M4N2R5,527,174,4,4841,27.22,1,78.50,3
M4N2R7,528,174,8,4849,27.22,2,78.50,6
M4N1M7,529,174,3,4852,27.22,1,78.50,2
M4N1M9,530,174,6,4858,27.22,2,78.50,5
M4N1L5,531,174,1,4859,27.22,0,78.50,1
M4N1M5,532,174,2,4861,27.22,1,78.50,2
M4N2T6,533,174,2,4863,27.22,1,78.48,2
M4N1M6,534,174,1,4864,27.22,0,78.47,1
M4N2T5,535,174,1,4865,27.22,0,78.47,1
M9A2X3,536,174,2,4867,27.69,1,76.41,2
M9A3L6,537,174,2,4869,27.69,1,76.41,2
M9A3A2,538,174,3,4872,27.69,1,76.40,2
M9A3B1,539,174,13,4885,27.69,4,76.38,10
M9A2Z3,540,174,2,4887,27.69,1,76.38,2
M9A3X4,541,174,3,4890,27.69,1,76.38,2
M9A2Z7,542,174,14,4904,27.69,4,76.38,11
M9A2Y8,543,174,8,4912,27.69,2,76.38,6
M9A2Z6,544,174,3,4915,27.69,1,76.38,2
M9A2Z9,545,174,7,4922,27.69,2,76.38,5
M9A3X3,546,174,7,4929,27.69,2,76.38,5
M9A3S6,547,174,24,4953,27.69,7,76.38,18
M9A3X1,548,174,24,4977,27.69,7,76.38,18
M9A3A1,549,174,2,4979,27.69,1,76.38,2
M9A2Z8,550,174,8,4987,27.69,2,76.38,6
M9A3R2,551,174,21,5008,27.69,6,76.38,16
M9A3X6,552,174,9,5017,27.69,2,76.37,7
M9A3L4,553,174,7,5024,27.69,2,76.37,5
M9A3K8,554,174,14,5038,27.69,4,76.37,11
M9A3L9,555,174,1,5039,27.69,0,76.36,1
M9A3X2,556,174,2,5041,27.69,1,76.35,2
M9A2K5,557,174,1,5042,26.54,0,81.33,1
M9A2X6,558,174,1,5043,27.69,0,76.33,1
M9A3A3,559,174,2,5045,27.69,1,76.31,2
M9A1M7,560,174,1,5046,26.54,0,81.26,1
M9A3K9,561,174,4,5050,26.54,1,81.26,3
M9A1R2,562,174,2,5052,26.54,1,81.25,2
M5M3E3,563,174,6,5058,26.36,2,82.03,5
M9A3L2,564,174,1,5059,26.54,0,81.24,1
M9A1P8,565,174,1,5060,26.54,0,81.24,1
M9A2L2,566,174,4,5064,26.54,1,81.24,3
M4W3X6,567,174,4,5068,27.55,1,76.86,3
M9A1L8,568,174,6,5074,26.54,2,81.24,5
M9A1M5,569,174,8,5082,26.54,2,81.24,6
M9A2L3,570,174,5,5087,26.54,1,81.23,4
M9A1R1,571,174,2,5089,26.54,1,81.23,2
M9A2J7,572,174,6,5095,26.54,2,81.23,5
M9A1P3,573,174,7,5102,26.54,2,81.23,6
M9A1N1,574,174,4,5106,26.54,1,81.23,3
M9A1L6,575,174,14,5120,26.54,4,81.23,11
M9A1K5,576,174,14,5134,26.54,4,81.22,11
M9A1K4,577,174,6,5140,26.54,2,81.22,5
M9A3L1,578,174,4,5144,26.54,1,81.22,3
M9A1L7,579,174,7,5151,26.54,2,81.22,6
M9A2L4,580,174,9,5160,26.54,2,81.22,7
M9A2K4,581,174,3,5163,26.54,1,81.22,2
M9A2L7,582,174,8,5171,26.54,2,81.22,6
M9A1P2,583,174,12,5183,26.54,3,81.22,10
M9A1K9,584,174,2,5185,26.54,1,81.22,2
M9A2L5,585,174,8,5193,26.54,2,81.22,6
M9A3L3,586,174,3,5196,26.54,1,81.22,2
M9A1M8,587,174,2,5198,26.54,1,81.22,2
M4N1S9,588,174,14,5212,24.31,3,90.88,13
M9A1M9,589,174,6,5218,26.54,2,81.21,5
M9A2L6,590,174,6,5224,26.54,2,81.21,5
M9A1M6,591,174,4,5228,26.54,1,81.21,3
M9A2K1,592,174,2,5230,26.54,1,81.20,2
M9A1R3,593,174,2,5232,26.54,1,81.20,2
M9A1L1,594,174,2,5234,26.54,1,81.20,2
M4G1L5,595,174,2,5236,28.90,1,70.94,1
M8X2V2,596,174,5,5241,27.58,1,76.63,4
M8X2V7,597,174,12,5253,27.58,3,76.62,9
M8X2V5,598,174,5,5258,27.58,1,76.62,4
M8X2S9,599,174,15,5273,27.58,4,76.62,11
M8X2V4,600,174,6,5279,27.58,2,76.61,5
M4W3X7,601,174,14,5293,27.51,4,76.87,11
M5N1N6,602,174,22,5315,28.80,6,71.23,16
M5N1N7,603,174,28,5343,28.80,8,71.23,20
M5N1N5,604,174,23,5366,28.80,7,71.22,16
M5N2G1,605,174,14,5380,28.80,4,71.22,10
M5N1M7,606,174,30,5410,28.80,9,71.22,21
M5N2G4,607,174,16,5426,28.80,5,71.22,11
M5N1P6,608,174,24,5450,28.80,7,71.22,17
M9A2S2,609,173,2,5452,27.26,1,77.78,2
M9A2T3,610,173,2,5454,27.26,1,77.76,2
M9A2A7,611,173,6,5460,27.26,2,77.75,5
M9A1Z5,612,173,11,5471,27.26,3,77.75,9
M9A2B9,613,173,24,5495,27.26,7,77.75,19
M9A2S1,614,173,12,5507,27.26,3,77.75,9
M9A1Y1,615,173,8,5515,27.26,2,77.74,6
M9A2A9,616,173,22,5537,27.26,6,77.74,17
M9A1Z4,617,173,13,5550,27.26,4,77.74,10
M9A1Z6,618,173,6,5556,27.26,2,77.74,5
M9A2A8,619,173,28,5584,27.26,8,77.74,22
M9A2B1,620,173,13,5597,27.26,4,77.74,10
M9A2C1,621,173,12,5609,27.26,3,77.74,9
M9A2B4,622,173,7,5616,27.26,2,77.74,5
M9A2S9,623,173,8,5624,27.26,2,77.74,6
M9A2B2,624,173,9,5633,27.26,2,77.74,7
M9A2P8,625,173,3,5636,27.26,1,77.73,2
M9A2P9,626,173,2,5638,27.26,1,77.73,2
M9A1X8,627,173,6,5644,27.26,2,77.73,5
M9A2A6,628,173,7,5651,27.26,2,77.73,5
M9A2S5,629,173,2,5653,27.26,1,77.73,2
M9A2S7,630,173,1,5654,27.26,0,77.73,1
M9A2S4,631,173,2,5656,27.26,1,77.73,2
M9A2S3,632,173,2,5658,27.26,1,77.72,2
M9A3J5,633,173,2,5660,26.57,1,80.52,2
M9A4L1,634,173,1,5661,26.57,0,80.49,1
M9A4Z6,635,173,14,5675,26.57,4,80.49,11
M9A3J7,636,173,12,5687,26.57,3,80.48,10
M9A3Z9,637,173,8,5695,26.57,2,80.48,6
M9A4A4,638,173,21,5716,26.57,6,80.48,17
M9A3E9,639,173,12,5728,26.57,3,80.47,10
M9A3J6,640,173,31,5759,26.57,8,80.47,25
M9A3Z4,641,173,3,5762,26.57,1,80.46,2
M9A3J2,642,173,5,5767,26.57,1,80.46,4
M9A3Z3,643,173,2,5769,26.57,1,80.45,2
M5M3H1,644,173,6,5775,26.20,2,82.04,5
M5M2B1,645,173,41,5816,28.11,12,73.76,30
M9A3J8,646,173,2,5818,26.57,1,80.43,2
M5M3L7,647,173,2,5820,26.20,1,82.04,2
M5M3E1,648,173,11,5831,26.20,3,82.04,9
M5M3L6,649,173,8,5839,26.20,2,82.04,7
M5M3E7,650,173,16,5855,26.20,4,82.03,13
M5M3E8,651,173,12,5867,26.20,3,82.03,10
M5M3E9,652,173,11,5878,26.20,3,82.03,9
M5M3H2,653,173,12,5890,26.20,3,82.03,10
M5M3C8,654,173,13,5903,26.20,3,82.03,11
M5M3E6,655,173,17,5920,26.20,4,82.03,14
M5M3H3,656,173,14,5934,26.20,4,82.03,11
M5M2T4,657,173,13,5947,26.19,3,82.04,11
L4J1Z9,658,173,10,5957,28.44,3,72.25,7
L4J1Z8,659,173,8,5965,28.44,2,72.25,6
M5N2L6,660,173,6,5971,26.91,2,78.83,5
M5N1R2,661,173,10,5981,26.42,3,80.89,8
M4T2H1,662,173,1,5982,24.47,0,89.34,1
M4T2G8,663,173,1,5983,24.47,0,89.33,1
M4T1E7,664,173,9,5992,24.47,2,89.31,8
M4T1B8,665,173,14,6006,24.47,3,89.31,13
M4T1C3,666,173,9,6015,24.47,2,89.30,8
M4T2E4,667,173,5,6020,24.47,1,89.30,4
M4T1H9,668,173,10,6030,24.47,2,89.30,9
M4T1H7,669,173,9,6039,24.47,2,89.30,8
M4T1E8,670,173,11,6050,24.47,3,89.30,10
M4T2G9,671,173,1,6051,24.46,0,89.34,1
M4G1W2,672,173,10,6061,27.06,3,78.06,8
M4T2E5,673,173,3,6064,24.46,1,89.31,3
M3H1L8,674,173,5,6069,27.46,1,76.30,4
M4T1E9,675,173,11,6080,24.46,3,89.30,10
M4T1C5,676,173,12,6092,24.46,3,89.30,11
M4T1B6,677,173,35,6127,24.46,9,89.30,31
M4T1B7,678,173,13,6140,24.46,3,89.30,12
M3H1C5,679,173,9,6149,27.46,2,76.30,7
M4T1C4,680,173,13,6162,24.46,3,89.30,12
M3H1L7,681,173,14,6176,27.46,4,76.30,11
M3H1K8,682,173,8,6184,27.46,2,76.30,6
M3H1M1,683,173,15,6199,27.46,4,76.30,11
M4T2H7,684,173,1,6200,24.47,0,89.25,1
M3H1N5,685,173,12,6212,27.46,3,76.30,9
M3H1L9,686,173,15,6227,27.46,4,76.30,11
M3H1C1,687,173,13,6240,27.46,4,76.30,10
M3H1A2,688,173,9,6249,27.46,2,76.29,7
M4T1C2,689,173,9,6258,24.46,2,89.29,8
M3H1P1,690,173,18,6276,27.46,5,76.29,14
M3H1A7,691,173,3,6279,27.46,1,76.29,2
M3H1A6,692,173,9,6288,27.46,2,76.29,7
M3H1K9,693,173,5,6293,27.46,1,76.29,4
M3H1L2,694,173,5,6298,27.46,1,76.29,4
M3H1L1,695,173,5,6303,27.46,1,76.28,4
M4T1B5,696,173,1,6304,24.46,0,89.28,1
M4T2H5,697,173,1,6305,24.46,0,89.27,1
M4T2G7,698,173,1,6306,24.46,0,89.27,1
M5N1S2,699,173,1,6307,26.42,0,80.64,1
M9A4Z8,700,173,15,6322,26.63,4,79.71,12
M8X2T7,701,173,6,6328,28.62,2,71.07,4
M8X2T5,702,173,7,6335,28.62,2,71.07,5
M9A1H7,703,173,4,6339,29.08,1,69.07,3
M9A1H4,704,173,7,6346,29.08,2,69.07,5
M9B3M3,705,173,8,6354,29.08,2,69.07,6
M9A1G4,706,173,8,6362,29.08,2,69.06,6
M9A2G6,707,173,3,6365,29.08,1,69.06,2
M9A2G3,708,173,5,6370,29.08,1,69.06,3
M9A1H6,709,173,12,6382,29.08,3,69.06,8
M9A1E6,710,173,6,6388,29.08,2,69.06,4
M9A1H5,711,173,11,6399,29.08,3,69.05,8
M9A1H3,712,173,4,6403,29.08,1,69.05,3
M9B3M1,713,173,5,6408,29.08,1,69.05,3
M9A1H8,714,173,32,6440,29.08,9,69.05,22
M9A1H9,715,173,16,6456,29.08,5,69.05,11
M9A2G4,716,173,8,6464,29.08,2,69.05,6
M9A1G3,717,173,8,6472,29.08,2,69.05,6
M9A1E2,718,173,8,6480,29.08,2,69.05,6
M9A1J1,719,173,10,6490,29.08,3,69.05,7
M9A1G2,720,173,8,6498,29.08,2,69.05,6
M9A1E8,721,173,10,6508,29.08,3,69.05,7
M9A1G1,722,173,6,6514,29.08,2,69.04,4
M9B3L8,723,173,6,6520,29.08,2,69.04,4
M9A1E9,724,173,6,6526,29.08,2,69.04,4
M9A2G5,725,173,11,6537,29.08,3,69.04,8
M9A3N1,726,173,1,6538,26.60,0,79.77,1
M5N1M9,727,173,48,6586,27.75,13,74.75,36
M5N1S1,728,173,1,6587,26.42,0,80.52,1
M5N1R3,729,173,9,6596,26.42,2,80.49,7
M9A4Z7,730,173,25,6621,26.52,7,80.04,20
M5N1P2,731,173,11,6632,26.31,3,80.90,9
M6C1Z1,732,173,14,6646,27.32,4,76.52,11
M4G1G7,733,173,6,6652,28.61,2,70.90,4
M4G1H4,734,173,8,6660,28.61,2,70.89,6
M4G1H5,735,173,5,6665,28.61,1,70.89,4
M4G3M5,736,173,5,6670,28.61,1,70.89,4
M4G3M6,737,173,19,6689,28.61,5,70.88,13
M4G1H6,738,173,19,6708,28.61,5,70.88,13
M4G3M2,739,172,22,6730,28.61,6,70.88,16
M4G1G3,740,172,15,6745,28.61,4,70.88,11
M4G1G5,741,172,18,6763,28.61,5,70.88,13
M4G3L8,742,172,17,6780,28.61,5,70.88,12
M4G3M1,743,172,16,6796,28.61,5,70.88,11
M4G3R6,744,172,14,6810,28.61,4,70.87,10
M3C3T5,745,172,1,6811,25.75,0,83.25,1
M4T1V4,746,172,4,6815,26.65,1,79.34,3
M4T2C6,747,172,1,6816,26.65,0,79.33,1
M3C2M7,748,172,1,6817,25.75,0,83.23,1
M4T1V5,749,172,9,6826,26.65,2,79.33,7
M4T1S7,750,172,4,6830,26.65,1,79.33,3
M3C2P7,751,172,2,6832,25.75,1,83.22,2
M4T1G7,752,172,20,6852,26.65,5,79.32,16
M3H1A5,753,172,1,6853,27.33,0,76.37,1
M4T1T1,754,172,5,6858,26.65,1,79.31,4
M4T2E3,755,172,12,6870,26.65,3,79.31,10
M4T1S8,756,172,9,6879,26.65,2,79.31,7
M4T1S6,757,172,19,6898,26.65,5,79.31,15
M4T2G3,758,172,6,6904,26.65,2,79.31,5
M4T1G9,759,172,8,6912,26.65,2,79.31,6
M4T2G6,760,172,12,6924,26.65,3,79.31,10
M4T2E2,761,172,20,6944,26.65,5,79.31,16
M4T1R4,762,172,7,6951,26.65,2,79.31,6
M4T2G4,763,172,2,6953,26.65,1,79.31,2
M3C2M9,764,172,4,6957,25.75,1,83.20,3
M3C2L9,765,172,8,6965,25.75,2,83.19,7
M3C2P5,766,172,7,6972,25.75,2,83.19,6
M3C2N9,767,172,5,6977,25.75,1,83.19,4
M3C2L6,768,172,13,6990,25.75,3,83.19,11
M3C2N8,769,172,5,6995,25.75,1,83.19,4
M3C2L3,770,172,11,7006,25.75,3,83.19,9
M3C2L1,771,172,24,7030,25.75,6,83.19,20
M3C2P2,772,172,5,7035,25.75,1,83.18,4
M3C2M6,773,172,9,7044,25.75,2,83.18,7
M3C2P9,774,172,10,7054,25.75,3,83.18,8
M3C2N2,775,172,8,7062,25.75,2,83.18,7
M3C2L8,776,172,2,7064,25.75,1,83.18,2
M3C2L7,777,172,2,7066,25.75,1,83.18,2
M3C2N7,778,172,2,7068,25.75,1,83.18,2
M4T1R1,779,172,20,7088,26.64,5,79.31,16
M4N1X8,780,172,7,7095,28.50,2,71.25,5
M4N3C3,781,172,6,7101,28.50,2,71.23,4
M3H1N4,782,172,12,7113,27.33,3,76.30,9
M3H1N8,783,172,11,7124,27.33,3,76.30,8
M3C2N1,784,172,1,7125,25.75,0,83.12,1
M9A2Z2,785,172,1,7126,27.31,0,76.36,1
M3C2M8,786,172,1,7127,25.75,0,83.10,1
M3C2N6,787,172,1,7128,25.75,0,83.10,1
M4N3C1,788,172,1,7129,24.68,0,87.73,1
M5N2H5,789,172,2,7131,26.69,1,79.02,2
M5N1T6,790,172,4,7135,26.44,1,80.09,3
M4N2Z4,791,172,6,7141,27.31,2,76.32,5
M4N1W6,792,172,9,7150,27.31,2,76.32,7
M4N2Z1,793,172,11,7161,27.31,3,76.32,8
M4N2B4,794,172,32,7193,27.31,9,76.32,24
M4N3C8,795,172,8,7201,27.31,2,76.32,6
M4N1Z6,796,172,33,7234,27.31,9,76.32,25
M4N1Z5,797,172,42,7276,27.31,11,76.32,32
M4N2A4,798,172,45,7321,27.31,12,76.32,34
M4R1X4,799,172,2,7323,25.77,1,82.99,2
M4N2Y2,800,172,44,7367,27.31,12,76.32,34
M4N1X7,801,172,30,7397,27.31,8,76.32,23
M5N2P6,802,172,1,7398,26.73,0,78.83,1
M4N2Y9,803,172,9,7407,27.31,2,76.32,7
M5N1N1,804,172,33,7440,26.73,9,78.83,26
M5N1M3,805,172,36,7476,26.73,10,78.83,28
M5N1L6,806,172,38,7514,26.73,10,78.83,30
M4N2Z3,807,172,10,7524,27.31,3,76.31,8
M5N1M4,808,172,36,7560,26.73,10,78.82,28
M4N2Y7,809,172,8,7568,27.31,2,76.31,6
M4R1Y4,810,172,4,7572,25.77,1,82.98,3
M8X2T3,811,172,9,7581,25.78,2,82.93,7
M4R1N6,812,172,6,7587,25.77,2,82.98,5
M4R1N7,813,172,10,7597,25.77,3,82.98,8
M4R1N9,814,172,6,7603,25.77,2,82.98,5
M4R1Y3,815,172,6,7609,25.77,2,82.97,5
M4R1X5,816,172,3,7612,25.77,1,82.97,2
M4R1M8,817,172,19,7631,25.77,5,82.97,16
M4R1P7,818,172,8,7639,25.77,2,82.97,7
M4R1Z5,819,172,7,7646,25.77,2,82.97,6
M4R1N8,820,172,15,7661,25.77,4,82.97,12
M4R1P1,821,172,23,7684,25.77,6,82.97,19
M4R1P9,822,172,8,7692,25.77,2,82.97,7
M4R1R1,823,172,8,7700,25.77,2,82.96,7
M4R1Y5,824,172,7,7707,25.77,2,82.96,6
M4R2B1,825,172,5,7712,25.77,1,82.96,4
M4R1Y2,826,172,3,7715,25.77,1,82.96,2
M5N1T2,827,172,1,7716,26.42,0,80.13,1
M5N2L7,828,172,2,7718,26.73,1,78.79,2
M4R1W9,829,172,2,7720,25.77,1,82.94,2
M4W2A5,830,172,5,7725,23.73,1,91.75,5
M4W1Y2,831,172,9,7734,23.73,2,91.75,8
M4W1X4,832,172,20,7754,23.73,5,91.75,18
M4W2B6,833,172,23,7777,23.73,5,91.75,21
M4W1Y1,834,172,17,7794,23.73,4,91.75,16
M4W2A6,835,172,7,7801,23.73,2,91.75,6
M4W2Y2,836,172,5,7806,23.73,1,91.74,5
M4W2B1,837,172,16,7822,23.73,4,91.74,15
M4W1X5,838,172,16,7838,23.73,4,91.74,15
M4W2A9,839,172,16,7854,23.73,4,91.74,15
M4W2W3,840,172,5,7859,23.73,1,91.74,5
M4W2W2,841,172,6,7865,23.73,1,91.74,6
M4W1X6,842,172,4,7869,23.73,1,91.73,4
M5N2P8,843,172,2,7871,26.42,1,80.07,2
M9A4Z5,844,172,41,7912,26.42,11,80.03,33
M5N1T4,845,172,17,7929,26.41,4,80.07,14
L4L2G4,846,172,2,7931,28.41,1,71.37,1
L4L2N5,847,172,4,7935,28.41,1,71.35,3
L4L1M4,848,172,14,7949,28.41,4,71.35,10
L4L2Y5,849,172,15,7964,28.41,4,71.35,11
L4L1M2,850,172,26,7990,28.41,7,71.35,19
L4L1X2,851,172,11,8001,28.41,3,71.34,8
M8Y3X5,852,172,4,8005,28.83,1,69.51,3
M8Y3T5,853,172,2,8007,28.83,1,69.51,1
M8Y3T7,854,172,5,8012,28.83,1,69.50,3
M8Y3X9,855,172,3,8015,28.83,1,69.49,2
M8Y2L9,856,172,15,8030,28.83,4,69.49,10
M8Y3X6,857,172,6,8036,28.83,2,69.49,4
M8Y2M5,858,172,15,8051,28.83,4,69.48,10
M8Y3X8,859,172,3,8054,28.83,1,69.48,2
M8Y3R7,860,172,11,8065,28.83,3,69.48,8
M8Y2L7,861,172,12,8077,28.83,3,69.48,8
M8Y2K9,862,172,13,8090,28.83,4,69.48,9
M8Y2M1,863,172,13,8103,28.83,4,69.48,9
M8Y3P6,864,172,14,8117,28.83,4,69.48,10
M8Y2L8,865,172,14,8131,28.83,4,69.48,10
M8Y2M4,866,172,12,8143,28.83,3,69.48,8
M8Y2N1,867,172,5,8148,28.83,1,69.48,3
M8Y2M9,868,172,7,8155,28.83,2,69.48,5
M8X2C2,869,172,2,8157,26.74,1,78.37,2
M8X2C4,870,172,2,8159,26.74,1,78.37,2
M8X2G1,871,172,2,8161,26.74,1,78.36,2
M8X1K1,872,172,10,8171,26.74,3,78.35,8
M8X1N4,873,172,4,8175,26.74,1,78.35,3
M8X1N6,874,172,5,8180,26.74,1,78.35,4
M8X2G3,875,172,4,8184,26.74,1,78.35,3
M8X2C7,876,172,16,8200,26.74,4,78.34,13
M8X1K2,877,172,7,8207,26.74,2,78.34,5
M8X1K3,878,172,8,8215,26.74,2,78.34,6
M8X1M4,879,172,3,8218,26.74,1,78.34,2
M8X2E1,880,172,17,8235,26.74,5,78.34,13
M8X2G4,881,172,15,8250,26.74,4,78.34,12
M8X1J4,882,172,12,8262,26.74,3,78.34,9
M8X1M3,883,172,12,8274,26.74,3,78.34,9
M8X1M5,884,172,9,8283,26.74,2,78.34,7
M8X2C3,885,172,2,8285,26.74,1,78.34,2
M8X1J5,886,172,8,8293,26.74,2,78.34,6
M5N1P1,887,172,9,8302,26.34,2,80.07,7
M9A5A1,888,172,26,8328,26.44,7,79.62,21
M8X2C5,889,172,2,8330,26.74,1,78.32,2
M8X1J9,890,172,11,8341,26.73,3,78.34,9
M8X2E2,891,172,16,8357,26.73,4,78.34,13
M4N3K1,892,172,2,8359,23.74,0,91.22,2
M5N2S3,893,172,2,8361,26.31,1,80.09,2
M5N2S4,894,172,3,8364,26.31,1,80.08,2
M5N2V5,895,172,9,8373,26.31,2,80.08,7
M4N3R3,896,172,1,8374,23.73,0,91.26,1
M4N1L1,897,172,4,8378,23.74,1,91.21,4
M4N1P2,898,172,5,8383,23.74,1,91.21,5
M5N1S5,899,172,17,8400,26.31,4,80.08,14
M4N3J1,900,172,6,8406,23.74,1,91.21,5
M5N1V4,901,172,18,8424,26.31,5,80.07,14
M4N3H1,902,172,2,8426,23.74,0,91.21,2
M5N1P4,903,172,23,8449,26.31,6,80.07,18
M5N2S2,904,172,6,8455,26.31,2,80.07,5
M5N1S4,905,172,11,8466,26.31,3,80.07,9
M4N1R8,906,172,9,8475,23.74,2,91.20,8
M4N1P4,907,172,2,8477,23.74,0,91.20,2
M5N1S6,908,172,6,8483,26.31,2,80.07,5
M4N1R9,909,172,2,8485,23.73,0,91.24,2
M4N3H9,910,172,2,8487,23.74,0,91.20,2
M4N1R7,911,172,7,8494,23.74,2,91.20,6
M4N3G7,912,172,2,8496,23.73,0,91.22,2
M4N1P3,913,172,5,8501,23.73,1,91.21,5
M5N2S1,914,172,18,8519,26.30,5,80.08,14
M5N2V6,915,172,5,8524,26.30,1,80.07,4
M4N1J5,916,172,24,8548,23.73,6,91.21,22
M5N1S3,917,172,10,8558,26.30,3,80.07,8
M5N1R4,918,172,24,8582,26.30,6,80.07,19
M5N1R5,919,172,12,8594,26.30,3,80.07,10
M4N1K9,920,172,25,8619,23.73,6,91.20,23
M4N1L2,921,172,7,8626,23.73,2,91.20,6
M4N3J2,922,172,4,8630,23.73,1,91.20,4
M4N3K2,923,172,3,8633,23.73,1,91.20,3
M4N3K3,924,172,2,8635,23.73,0,91.20,2
M4N1T8,925,172,8,8643,23.73,2,91.20,7
M4N3J3,926,172,4,8647,23.73,1,91.20,4
M4N3K4,927,172,5,8652,23.73,1,91.20,5
M5N2R8,928,172,4,8656,26.30,1,80.06,3
M4N1L3,929,172,3,8659,23.73,1,91.19,3
M5N2R9,930,172,3,8662,26.30,1,80.05,2
M4N1P5,931,172,3,8665,23.73,1,91.18,3
M2L1E7,932,172,2,8667,24.49,0,87.83,2
M4N1W7,933,172,3,8670,24.49,1,87.81,3
M4N3E9,934,172,1,8671,24.49,0,87.80,1
M4N3H3,935,172,3,8674,24.49,1,87.79,3
M4N3N9,936,172,6,8680,24.49,1,87.79,5
M4N3H6,937,172,7,8687,24.49,2,87.78,6
M4N2G9,938,172,7,8694,24.49,2,87.78,6
M4N1V2,939,172,3,8697,24.49,1,87.78,3
M4N2H3,940,172,7,8704,24.49,2,87.78,6
M4N3G1,941,172,4,8708,24.49,1,87.78,4
M4N3E1,942,172,6,8714,24.49,1,87.78,5
M4N2G1,943,172,14,8728,24.49,3,87.78,12
M4N2H2,944,172,4,8732,24.49,1,87.78,4
M4N1T4,945,172,16,8748,24.49,4,87.78,14
M4N2G7,946,172,10,8758,24.49,2,87.78,9
M2L1C6,947,172,23,8781,24.49,6,87.78,20
M4N3E4,948,172,7,8788,24.49,2,87.78,6
M2L1A3,949,172,10,8798,24.49,2,87.78,9
M4N3C9,950,172,11,8809,24.49,3,87.78,10
M4N2X5,951,172,8,8817,24.49,2,87.78,7
M2L1C7,952,172,32,8849,24.49,8,87.78,28
M4N2E6,953,172,11,8860,24.49,3,87.78,10
M4N2E8,954,172,13,8873,24.49,3,87.78,11
M4N2E5,955,172,10,8883,24.49,2,87.77,9
M4N1V3,956,172,9,8892,24.49,2,87.77,8
M4N2G8,957,172,6,8898,24.49,1,87.77,5
M2L1A1,958,172,6,8904,24.49,1,87.77,5
M4N2G6,959,172,8,8912,24.49,2,87.77,7
M2L1G2,960,172,2,8914,24.49,0,87.77,2
M4N3H4,961,172,20,8934,24.49,5,87.77,18
M4N2E7,962,172,9,8943,24.49,2,87.77,8
M4N3H5,963,172,6,8949,24.49,1,87.77,5
M4N2H1,964,172,9,8958,24.49,2,87.77,8
M4N1W8,965,172,3,8961,24.49,1,87.77,3
M2L1A7,966,172,3,8964,24.49,1,87.77,3
M4N1Y1,967,172,6,8970,24.49,1,87.77,5
M4N2W5,968,172,8,8978,24.49,2,87.76,7
M4N1Y2,969,172,5,8983,24.49,1,87.76,4
M4N1V4,970,172,4,8987,24.49,1,87.76,4
M4N2W4,971,172,7,8994,24.49,2,87.76,6
M4N3E3,972,172,3,8997,24.49,1,87.76,3
M2P1V9,973,172,2,8999,24.48,0,87.80,2
M4N2G3,974,172,6,9005,24.49,1,87.75,5
M4N2X4,975,172,2,9007,24.49,0,87.74,2
M2L1A6,976,172,2,9009,24.49,0,87.73,2
M2P1A4,977,172,15,9024,24.48,4,87.78,13
M2P1A7,978,172,15,9039,24.48,4,87.78,13
M2P1A6,979,172,6,9045,24.48,1,87.77,5
M2P1A8,980,172,10,9055,24.48,2,87.77,9
M2P1A5,981,172,8,9063,24.48,2,87.76,7
M2L1G1,982,172,1,9064,24.49,0,87.71,1
M2L1E3,983,172,21,9085,24.47,5,87.77,18
M4N3E2,984,172,1,9086,24.49,0,87.68,1
M4N2P9,985,172,1,9087,24.49,0,87.68,1
M2P1V7,986,172,2,9089,24.48,0,87.72,2
M2N2K4,987,171,1,9090,29.06,0,67.75,1
M2N2L9,988,171,2,9092,29.06,1,67.73,1
L4J4S7,989,171,18,9110,27.19,5,75.82,14
M2N2K3,990,171,5,9115,29.06,1,67.71,3
M2N1B4,991,171,9,9124,29.06,3,67.70,6
M2N1B2,992,171,15,9139,29.06,4,67.70,10
